88,81.955,74
90,83.085,79
90,83.9,78
90,84.685,81
90,85.32,81
90,85.795,81
90,86.22,81
90,86.435,83
90,86.615,81
5420,140.04,81
5420,166.87,82
5420,140.55,81
5420,167.435,82
5420,194.18,82
5420,220.915,83
5420,269.655,84
5420,291.61,83
5420,318.39,82
5420,362.22,84
5420,384.19,84
5420,432.74,85
5420,476.395,83
5420,476.395,84
5420,498.14,82
5420,558.805,85
5420,558.945,85
5420,607.48,85
5420,668.05,85
5420,658.57,85
5420,762.04,85
5420,805.665,83
5420,856.685,85
5420,964.24,84
5420,1039.52,86
5420,1294.31,85
5420,1479.94,84
5420,1617.47,84
5480,1790.24,84
5480,1811.515,84
5480,1782.09,85
5480,1760.475,84
5480,1863.02,86
5480,1772.385,85
5480,1867.265,85
5480,1753.54,86
5480,1717.825,85
5480,1909.76,86
5480,2094.9,84
5480,2158.17,83
5480,2378.19,84
5480,2236.76,85
5480,2122.135,85
5480,2289.225,86
5480,2286.79,85
5480,2323.39,84
5480,2097.715,84
5480,1950.52,84
5480,1867.725,85
5480,1666.06,84
5480,1590.555,83
5480,1565.26,83
5480,1499.8,84
5480,1446.385,84
5480,1531.965,86
5480,1575.86,84
5480,1529.04,84
5480,1496.385,84
5480,1473.095,83
5480,1281.4,83
5480,1326.135,85
5480,1298.03,84
5480,1348.7,84
5480,1350.23,83
5480,1341.115,85
5480,1411.335,84
5480,1461.4,85
5480,1486.96,83
5480,1606.635,83
5480,1592.87,85
5480,1601.565,83
5480,1806.935,82
5480,1920.21,85
5480,2100.57,84
5480,1957.67,85
5480,1987.575,85
5480,2052.135,86
5480,1991.875,86
5480,1913.355,83
5480,1933.195,82
5480,1937.94,85
5480,1979.445,85
5480,1976.655,83
5480,2135.75,83
5480,2216.17,85
5480,2365.63,84
5480,2333.61,83
5480,2437.385,84
5480,2425.555,85
5480,2367.165,84
5480,2329.915,85
5480,2556.685,85
5480,2445.685,85
5480,2301.465,84
5480,2208.87,85
5480,2085.54,83
5480,1903.275,83
5480,1898.6,85
5480,1897.185,84
5480,1734.245,83
5480,1637.02,83
5480,1480.325,84
5480,1368.485,83
5480,1512.57,84
5480,1468.275,83
5480,1416.47,83
5480,1317.825,84
5480,1232.51,84
5480,1180.575,84
5480,1184.035,85
5480,1364.505,85
5480,1379.225,85
5480,1242.955,83
5480,1280.895,84
5480,1243.7,82
5480,1383.49,84
5480,1575.84,83
5480,1503.83,84
5480,1665.69,84
5480,1719.02,85
5480,1642.3,84
5480,1538.845,84
5480,1517.1,83
5480,1466.78,83
5480,1373.385,82
5480,1395.435,83
5480,1438.495,85
5480,1396.67,85
5480,1407.14,81
5480,1399.095,83
5480,1487.33,84
5480,1568.895,84
5480,1735.79,85
5480,1845.965,85
5480,1800.235,82
5480,1705.38,82
5480,1757.43,84
5480,1779.44,86
5480,1711.11,85
5480,1713.97,85
5480,1558.53,84
5480,1559.01,85
5480,1416.965,85
5480,1450.545,84
5480,1372.075,84
5480,1143.605,81
5480,1212.73,85
5480,1203.525,84
5480,1120.47,84
5480,1002.175,84
5480,944.77,84
5480,1018.615,84
5480,1098.935,85
5480,1101.015,85
5480,1120.55,84
5480,1165.58,83
5480,1251.445,85
5480,1221.77,84
5480,1124.875,81
5480,1138.345,84
5480,1113.16,84
5480,1118.24,82
5480,974.955,83
5480,1102.155,82
5480,1212.925,84
5480,1234.28,82
5480,1286.335,84
5480,1190.95,84
5480,1261.13,85
5480,1278.4,86
5480,1359.05,82
5480,1356.485,84
5480,1260.07,84
5480,1323.61,84
5480,1370.48,83
5480,1362.055,81
5480,1537.85,83
5480,1599.49,85
5480,1662.71,85
5480,1713.575,84
5480,1697.195,84
5480,1754.26,84
5480,1796.765,85
5480,1620.035,85
5480,1536.81,84
5480,1353.86,85
5480,1336.535,85
5480,1468.095,86
5480,1445.97,84
5480,1546.84,85
5480,1551.73,85
5480,1629.955,85
5480,1775.94,85
5480,1751.72,86
5480,1751.8,85
5480,1877.555,86
5480,1598.025,85
5480,1602.92,84
5480,1571.565,86
5480,1422.935,84
5480,1325.915,84
5480,1429.67,84
5480,1524.695,83
5480,1703.82,85
5480,1670.84,84
5480,1711.8,84
5480,1809.825,85
5480,1876.99,84
5480,2043.435,85
5480,1907.245,82
5480,1978.56,86
5480,1883.185,86
5480,1979.805,84
5480,2013.34,83
5480,2070.905,80
5480,2080.45,84
5480,2081.805,84
5480,1907.055,83
5480,1906.245,83
5480,1980.865,84
5480,1874.965,84
5480,2026.955,86
5480,1944.86,85
5480,1962.755,85
5480,2127.82,85
5480,2122.88,84
5480,2348.655,85
5480,2459.175,85
5480,2457.185,84
5480,2324.3,81
5480,2305.74,86
5480,2392.04,85
5480,2103.5,85
5480,2278.975,85
5480,2244.755,83
5480,2117.785,84
5480,2230.965,85
5480,2161.96,84
5480,2161.77,84
5480,2163.015,80
5480,2288.39,83
5480,2280.12,85
5480,2272.98,85
5480,2194.885,85
5480,2039.84,85
5480,2009.675,82
5480,1933.54,85
5480,1567.145,84
5480,1542.325,82
5480,1421.955,85
5480,1510.69,86
5480,1630.005,86
5480,1652.145,86
5480,1596.725,84
5480,1573.905,85
5480,1475.34,85
5480,1490.83,84
5480,1468.455,83
5480,1515.115,84
5480,1585.51,85
5480,1578.94,84
5480,1650.43,82
5480,1485.695,83
5480,1479.51,83
5480,1504.38,84
5480,1600.505,84
5480,1759.97,84
5480,1620.495,83
5480,1685.91,84
5480,1780.695,85
5480,1717.895,84
5480,1530.985,84
5480,1350.605,84
5480,1475.09,84
5480,1625.31,84
5480,1710.96,86
5480,1758.89,84
5480,1734.95,85
5480,1830.015,86
5480,1948.31,85
5480,1884.265,84
5480,1808.34,84
5480,1886.895,82
5480,1883.035,83
5480,1797.56,85
5480,1767.07,85
5480,1831.965,86
5480,1635.65,85
5480,1768.2,85
5480,1668.91,85
5480,1605.645,84
5480,1601.585,85
5480,1706.425,84
5480,1950.29,84
5480,2038.31,84
5480,2106.495,83
5480,2014.39,84
5480,1992.5,85
5480,1854.27,84
5480,1822.055,85
5480,1668.9,83
