138,129.536,122
138,131.028,125
138,132.312,125
139,133.4,129
139,134.276,131
139,134.908,132
140,135.668,132
140,136.364,132
142,137.06,133
142,137.624,135
142,138.06,135
142,138.532,135
142,138.996,136
143,139.416,136
143,139.912,138
144,140.18,137
144,140.512,137
144,140.88,137
18660,289.292,136
18660,437.368,138
18660,512.08,139
18850,1016.348,138
19960,1386.692,140
19960,1953.368,141
20050,2613.56,140
20050,2847.436,139
20050,3879.168,140
21170,5080.616,141
21170,6849.412,142
21400,9207.384,141
24350,10739.888,142
24350,13461.312,142
24350,14709.128,141
24350,15993.58,142
24350,15355.22,142
24350,15775.144,143
24350,16189.488,142
24350,16829.672,142
24350,17680.068,141
24350,18350.048,143
24590,18182.356,143
24880,17925.068,142
25960,18071.096,142
26420,17680.304,141
26420,17347.844,142
26640,17304.932,143
26640,17483.108,142
26640,18392.244,142
26640,18335.748,143
27480,18825.572,143
27480,19705.696,142
27480,18963.036,141
27480,18137.584,142
27940,20664.532,142
28270,20560.488,142
28350,20595.52,142
28350,20914.152,142
28690,21066.756,143
28690,21561.384,142
28690,21986.396,143
28690,22078.62,142
28690,23036.104,142
28730,22780.876,143
28850,23002.168,143
28850,23375.76,142
28980,23613.772,141
28980,23902.568,139
29040,24300.08,143
29290,24751.124,142
29290,25080.096,143
29290,24686.98,143
29400,24792.036,143
29430,24538.76,141
29860,25297.952,143
29860,24866.26,143
29860,25524.704,141
29860,24976.548,143
30170,25976.54,143
30170,26289.356,143
30200,25958.936,142
30230,26733.76,143
30470,25843.996,142
30470,25372.736,142
30470,25231.3,142
30470,25822.264,142
30520,25889.988,143
30520,25117.644,142
30530,25209.764,142
30850,25487.684,142
30850,25420.752,142
30850,25115.516,142
30850,25248.78,143
30850,26430.1,142
30850,25565.288,143
30850,26105.724,142
30850,27090.652,143
31010,26751.192,143
31090,27165.688,142
31090,28393.224,142
31090,26304.092,142
31090,26593.02,143
31190,26490.28,142
31190,26194.224,143
31190,25505.356,143
31190,25427.192,140
31190,26787.344,143
31190,26380.324,143
31350,26160.124,143
31350,26650.536,142
31350,27340.668,142
31350,25754.852,141
31350,26627.408,142
31350,26925.768,142
31350,27227.716,143
31350,27028.324,142
31350,25941.7,142
31350,26920.932,143
31350,27195.252,143
31350,27628.588,142
31350,28887.472,142
31350,27838.172,142
31350,28462.3,143
31350,28528.276,142
31350,28200.228,143
31350,27087.648,142
31350,26847.532,143
31350,27474.956,142
31350,27492.388,142
31350,27890.388,142
31350,28507.16,143
31350,28998.264,143
31350,28908.88,141
31350,28188.412,142
31350,28314.372,142
31350,28437.132,143
31350,28044.116,141
31350,28220.092,141
31350,27321.028,143
31350,28073.412,141
31350,28205.456,143
31350,29156.516,142
31350,29085.704,143
31350,27708.656,142
31350,27338.4,143
31350,27597.764,143
31350,28079.536,141
31350,28678.984,142
31350,28547.108,141
31350,28187.868,142
31350,28055.656,141
31350,27954.864,142
31350,27349.984,142
31350,28597.476,142
31350,28008.612,141
31350,28743.164,140
31350,28245.812,142
31350,28238.312,142
31350,27722.968,143
31350,27972.432,142
31350,29465.332,143
